CRASH_ID,CRASH_DATE,CRASH_TIME,SEVERITY,CRASH_TYPE,CYCLISTS,CYCLIST_CASUALTIES,REPORTED_LOCATION,LATITUDE,LONGITUDE,LOCATION_1
1212158,02 August 2019,12:00,Injury,Other - Vehicle to Vehicle,1,1,FAWKNER STREET (FARRER -> ELOUERA),-35.272927,149.135539,"(-35.272927, 149.135539)"
1212428,26 July 2019,18:20,Property Damage Only,Right angle collision,1,0,BATMAN/GOOREEN INTERSECTION,-35.275991,149.14107,"(-35.275991, 149.14107)"
1188323,15 July 2018,11:00,Property Damage Only,Right angle collision,1,0,COTTER/LADY DENMAN INTERSECTION,-35.312936,149.082802,"(-35.312936, 149.082802)"
1188459,19 July 2018,09:30,Property Damage Only,Same direction side swipe,1,0,ANTILL/MELBA INTERSECTION,-35.2488,149.142165,"(-35.2488, 149.142165)"
1221087,16 December 2019,07:24,Property Damage Only,Other - Vehicle to Vehicle,1,0,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,-35.248235,149.134223,"(-35.248235, 149.134223)"
1221093,16 December 2019,13:20,Property Damage Only,Collision with parked vehicle,1,0,LONSDALE STREET (ELOUERA -> COOYONG),-35.274457,149.132588,"(-35.274457, 149.132588)"
1188651,25 June 2018,12:30,Property Damage Only,Right angle collision,1,0,ANKETELL/SOWARD INTERSECTION,-35.417992,149.069415,"(-35.417992, 149.069415)"
1212565,30 July 2019,09:15,Property Damage Only,Right angle collision,1,0,CANBERRA/DOMINION INTERSECTION,-35.315435,149.130781,"(-35.315435, 149.130781)"
1188703,11 July 2018,15:10,Property Damage Only,Right angle collision,1,0,BRERETON/GILMORE INTERSECTION,-35.340388,149.107859,"(-35.340388, 149.107859)"
1188729,23 July 2018,14:25,Property Damage Only,Other - Vehicle to Vehicle,1,0,MASSON STREET (WATSON -> MCCAUGHEY),-35.269785,149.125567,"(-35.269785, 149.125567)"
1188716,12 July 2018,16:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,GUNGAHLIN/SANDFORD INTERSECTION,-35.218244,149.130804,"(-35.218244, 149.130804)"
1212668,07 August 2019,08:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,MOORE/RUDD INTERSECTION,-35.276944,149.128064,"(-35.276944, 149.128064)"
1188980,16 July 2018,18:18,Property Damage Only,Other - Vehicle to Vehicle,1,0,CONDAMINE STREET (BENT -> MCCAUGHEY),-35.266618,149.124182,"(-35.266618, 149.124182)"
1134313,24 April 2016,11:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,MOUNT AINSLIE DRIVE (FAIRBAIRN -> MOUNT AINSLIE),-35.284405,149.161836,"(-35.284405, 149.161836)"
1177374,13 February 2018,07:40,Property Damage Only,Right angle collision,1,0,GEORGE TYSON/TERMINAL INTERSECTION,-35.308083,149.188811,"(-35.308083, 149.188811)"
1189151,20 July 2018,08:38,Injury,Other - Vehicle to Vehicle,1,1,COMMONWEALTH AVENUE (QUEEN VICTORIA -> KAYE),-35.29924,149.12588,"(-35.29924, 149.12588)"
1221265,17 December 2019,09:20,Property Damage Only,Right angle collision,1,0,BARRY/MOORE INTERSECTION,-35.275603,149.128298,"(-35.275603, 149.128298)"
1221277,18 December 2019,17:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,BINDUBI/BARDI INTERSECTION,-35.252351,149.074978,"(-35.252351, 149.074978)"
1221457,19 December 2019,11:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON),-35.272037,149.130276,"(-35.272037, 149.130276)"
1087876,28 May 2014,09:00,Injury,Right angle collision,1,1,DRAKEFORD/ERINDALE/SOWARD INTERSECTION,-35.41535,149.07449,"(-35.41535, 149.07449)"
1161503,24 May 2017,13:15,Injury,Same direction side swipe,1,1,ANKETELL/ATHLLON (SW) INTERSECTION,-35.424735,149.074472,"(-35.424735, 149.074472)"
1130427,29 February 2016,15:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARR SMITH/SALAS INTERSECTION,-35.426473,149.073649,"(-35.426473, 149.073649)"
1046431,25 September 2012,07:43,Injury,Right turn into oncoming vehicle,1,1,DRAKEFORD/HURTLE INTERSECTION,-35.43398,149.088006,"(-35.43398, 149.088006)"
1221567,07 January 2020,14:00,Injury,Same direction side swipe,1,1,LONDON/NORTHBOURNE INTERSECTION,-35.279584,149.129157,"(-35.279584, 149.129157)"
1087298,21 March 2014,05:50,Injury,Struck object  (On Road),1,1,HINDMARSH/LAUNCESTON INTERSECTION,-35.347672,149.074321,"(-35.347672, 149.074321)"
1101070,18 December 2014,18:24,Injury,Right angle collision,1,1,ANKETELL/COWLISHAW INTERSECTION,-35.41341,149.065926,"(-35.41341, 149.065926)"
1061226,03 May 2013,12:35,Property Damage Only,Rear end collision,1,0,HINDMARSH/NAMATJIRA INTERSECTION,-35.345382,149.057384,"(-35.345382, 149.057384)"
1195849,14 November 2018,19:50,Property Damage Only,Right angle collision,1,0,FAIRBAIRN/FAIREMAJUNRM/MAJUNFAIRWRM INTERSECTION,-35.297097,149.175434,"(-35.297097, 149.175434)"
1196091,13 November 2018,18:24,Injury,Right angle collision,1,1,KENT STREET (HAMPDEN -> KENT CPAK)),-35.320423,149.098195,"(-35.320423, 149.098195)"
1221552,22 December 2019,08:20,Property Damage Only,Right angle collision,1,0,DAWES/ HONEYSETT INTERSECTION,-35.315818,149.147883,"(-35.315818, 149.147883)"
1196127,05 November 2018,08:30,Injury,Other - Vehicle to Vehicle,1,1,EASTLAKE PARADE (TREVILLIAN -> GILES),-35.311986,149.145788,"(-35.311986, 149.145788)"
1061748,29 April 2013,07:20,Property Damage Only,Right angle collision,1,0,BANGALAY/HINDMARSH INTERSECTION,-35.342265,149.039402,"(-35.342265, 149.039402)"
1228386,21 May 2020,08:30,Property Damage Only,Right angle collision,1,0,HAWDON/MAJURA INTERSECTION,-35.25345,149.148589,"(-35.25345, 149.148589)"
1189407,23 July 2018,08:05,Property Damage Only,Right angle collision,1,0,CAPTAIN COOK/STRZELECKI INTERSECTION,-35.332932,149.141276,"(-35.332932, 149.141276)"
1189340,21 July 2018,13:00,Property Damage Only,Right angle collision,1,0,BARTON/GOLD CREEK INTERSECTION,-35.194217,149.086294,"(-35.194217, 149.086294)"
1189213,19 July 2018,17:35,Property Damage Only,Other - Vehicle to Vehicle,1,0,COWPER/IPIMA/LIMESTONE INTERSECTION,-35.265724,149.13776,"(-35.265724, 149.13776)"
1189211,19 July 2018,08:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARRY/MARCUS CLARKE INTERSECTION,-35.275542,149.126787,"(-35.275542, 149.126787)"
1189508,24 July 2018,16:15,Injury,Right angle collision,1,1,EASTY/LAUNCESTON INTERSECTION,-35.341083,149.089385,"(-35.341083, 149.089385)"
1111104,26 May 2015,13:00,Property Damage Only,Right angle collision,1,0,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.423955,149.077911,"(-35.423955, 149.077911)"
1160646,04 April 2017,16:55,Injury,Right angle collision,1,1,BARR SMITH/DRAKEFORD INTERSECTION,-35.427922,149.083934,"(-35.427922, 149.083934)"
1042074,15 August 2012,14:30,Property Damage Only,Right angle collision,1,0,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437784,149.091475,"(-35.437784, 149.091475)"
1164548,09 July 2017,10:21,Property Damage Only,Other - Vehicle to Vehicle,1,0,DRAKEFORD/HURTLE INTERSECTION,-35.43398,149.088006,"(-35.43398, 149.088006)"
1144584,19 September 2016,14:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,ATHLLON DRIVE (DRAKEFORD / ISABELLA -> ANKETELL),-35.424044,149.077651,"(-35.424044, 149.077651)"
1105145,23 February 2015,16:10,Property Damage Only,Other - Vehicle to Vehicle,1,0,DRAKEFORD/ERINDALE/SOWARD INTERSECTION,-35.415367,149.0745,"(-35.415367, 149.0745)"
1179174,05 February 2018,17:50,Injury,Other - Vehicle to Vehicle,1,1,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.4377,149.091273,"(-35.4377, 149.091273)"
1077703,18 December 2013,08:15,Injury,Same direction side swipe,1,1,ANKETELL/ATHLLON (SW) INTERSECTION,-35.424743,149.074406,"(-35.424743, 149.074406)"
1078259,06 January 2014,05:30,Property Damage Only,Right angle collision,1,0,DRAKEFORD/NOOROOMA INTERSECTION,-35.429408,149.085654,"(-35.429408, 149.085654)"
1160934,24 May 2017,06:50,Property Damage Only,Right angle collision,1,0,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.423934,149.077973,"(-35.423934, 149.077973)"
1077379,14 December 2013,12:00,Property Damage Only,Same direction side swipe,1,0,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437646,149.091348,"(-35.437646, 149.091348)"
1130957,08 March 2016,21:10,Injury,Struck object  (On Road),1,1,ATHLLON DRIVE (DON DUNSTAN / SCOLLAY -> ROWLAND REES),-35.424782,149.069767,"(-35.424782, 149.069767)"
1086260,29 April 2014,15:10,Injury,Right angle collision,1,1,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.424081,149.07853,"(-35.424081, 149.07853)"
1154365,31 January 2017,21:30,Property Damage Only,Same direction side swipe,1,0,DRAKEFORD DRIVE (ERINDALE / SOWARD -> MORTIMER LEWIS),-35.414883,149.074254,"(-35.414883, 149.074254)"
1061209,07 May 2013,15:30,Injury,Same direction side swipe,1,1,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.424076,149.078526,"(-35.424076, 149.078526)"
1221939,13 January 2020,18:21,Property Damage Only,Other - Vehicle to Vehicle,1,0,EDINBURGH/MARCUS CLARKE INTERSECTION,-35.283589,149.124715,"(-35.283589, 149.124715)"
1151012,19 November 2016,19:45,Injury,Right angle collision,1,1,ANKETELL/BARTLET/DREW INTERSECTION,-35.4123,149.06394,"(-35.4123, 149.06394)"
1193176,14 September 2018,09:20,Injury,Same direction side swipe,1,1,COMMONWEALTH/COMMNPARKELONDWRM INTERSECTION,-35.284607,149.12747,"(-35.284607, 149.12747)"
1228489,03 June 2020,08:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,EASTERN VALLEY WAY (AIKMAN / CAMERON -> EMU),-35.240493,149.073258,"(-35.240493, 149.073258)"
1228583,10 June 2020,08:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,BLACKWOOD/TYERS INTERSECTION,-35.335975,149.040909,"(-35.335975, 149.040909)"
1190242,15 August 2018,09:40,Property Damage Only,Same direction side swipe,1,0,ELOUERA/GOULD/NORTHBOURNE INTERSECTION,-35.27306,149.130211,"(-35.27306, 149.130211)"
1190132,02 August 2018,17:30,Property Damage Only,Right angle collision,1,0,ARTHUR/MONARO/TASMANIA INTERSECTION,-35.3226,149.126679,"(-35.3226, 149.126679)"
1190150,14 August 2018,17:35,Property Damage Only,Right angle collision,1,0,LONDON/WEST INTERSECTION,-35.279401,149.127684,"(-35.279401, 149.127684)"
1190125,02 August 2018,08:39,Property Damage Only,Right angle collision,1,0,CANBERRA/CAPTAIN COOK/MANUKA (SW) INTERSECTION,-35.319557,149.135253,"(-35.319557, 149.135253)"
1190559,07 August 2018,17:57,Injury,Struck pedestrian (On Road),1,0,ELOUERA/GOULD/NORTHBOURNE INTERSECTION,-35.273039,149.130014,"(-35.273039, 149.130014)"
1190564,18 August 2018,17:15,Injury,Other - Vehicle to Vehicle,1,1,TORRENS STREET (HENTY -> HELEMON),-35.268787,149.134856,"(-35.268787, 149.134856)"
1132851,06 April 2016,15:30,Injury,Same direction side swipe,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.28382,149.126355,"(-35.28382, 149.126355)"
1053741,24 January 2013,08:30,Injury,Same direction side swipe,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283691,149.126281,"(-35.283691, 149.126281)"
1118823,20 August 2015,19:20,Property Damage Only,Right angle collision,1,0,EDINBURGH/MARCUS CLARKE INTERSECTION,-35.283709,149.124665,"(-35.283709, 149.124665)"
1072432,26 September 2013,07:56,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283568,149.119859,"(-35.283568, 149.119859)"
1073656,14 October 2013,19:50,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283564,149.119854,"(-35.283564, 149.119854)"
1033294,03 April 2012,08:15,Property Damage Only,Same direction side swipe,1,0,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283602,149.12623,"(-35.283602, 149.12623)"
1074443,24 October 2013,21:10,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283565,149.119855,"(-35.283565, 149.119855)"
1060925,02 May 2013,09:20,Injury,Right turn into oncoming vehicle,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283625,149.126243,"(-35.283625, 149.126243)"
1135586,27 May 2016,08:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,MARCUS CLARKE STREET (MARCUS CLARKE -> EDINBURGH),-35.284704,149.125246,"(-35.284704, 149.125246)"
1190779,10 August 2018,12:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,NULLARBOR/SANGER INTERSECTION,-35.200393,149.146594,"(-35.200393, 149.146594)"
1158948,24 March 2017,13:10,Property Damage Only,Right angle collision,1,0,BRISBANE/TELOPEA INTERSECTION,-35.310369,149.140567,"(-35.310369, 149.140567)"
1213108,08 August 2019,07:15,Property Damage Only,Right angle collision,1,0,BATTYE/BRAYBROOKE/PURDIE INTERSECTION,-35.24701,149.097791,"(-35.24701, 149.097791)"
1213081,07 August 2019,17:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,CHALLIS STREET (MORPHETT -> CAPE / DICKSON BUS STN ACC),-35.252236,149.13513,"(-35.252236, 149.13513)"
1213489,14 August 2019,09:05,Property Damage Only,Right angle collision,1,0,BOLDREWOOD/DAVID/MILLER INTERSECTION,-35.268289,149.114665,"(-35.268289, 149.114665)"
1213466,15 August 2019,08:30,Injury,Other - Vehicle to Vehicle,1,1,FRENCHAM STREET (BRADFIELD -> FRENCHAM),-35.244822,149.145861,"(-35.244822, 149.145861)"
1213634,21 August 2019,10:45,Injury,Other - Vehicle to Vehicle,1,1,DALEY ROAD (NORTH -> LINNAEUS),-35.276574,149.115367,"(-35.276574, 149.115367)"
1213630,19 August 2019,07:45,Injury,Other - Vehicle to Vehicle,1,1,FAWKNER STREET (GIRRAHWEEN -> FARRER),-35.271352,149.135793,"(-35.271352, 149.135793)"
1213621,16 August 2019,08:35,Property Damage Only,Right angle collision,1,0,BANGALAY/CARBEEN INTERSECTION,-35.344285,149.03902,"(-35.344285, 149.03902)"
1213806,07 August 2019,08:05,Injury,Right turn into oncoming vehicle,1,1,ARCHER/MAJURA INTERSECTION,-35.25646,149.14171,"(-35.25646, 149.14171)"
1213908,21 August 2019,08:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,AKUNA/LONDON INTERSECTION,-35.282087,149.132002,"(-35.282087, 149.132002)"
1214142,26 August 2019,14:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,NORTHBOURNE AVENUE (CONDAMINE / IPIMA -> MACARTHUR / WAKEFIELD),-35.264606,149.131477,"(-35.264606, 149.131477)"
1214137,31 July 2019,08:45,Property Damage Only,Collision with parked vehicle,1,0,FAUNCE CRESCENT (HOBBS -> MILLER),-35.265657,149.112969,"(-35.265657, 149.112969)"
1214343,02 September 2019,15:30,Property Damage Only,Right angle collision,1,0,BOLDREWOOD/DAVID/MILLER INTERSECTION,-35.268395,149.114559,"(-35.268395, 149.114559)"
1214238,26 August 2019,15:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,MELBA STREET (ATHERTON -> BRADFIELD),-35.243385,149.143064,"(-35.243385, 149.143064)"
1214651,26 August 2019,18:25,Injury,Rear end collision,1,1,KING GEORGE/PARKES INTERSECTION,-35.300405,149.128173,"(-35.300405, 149.128173)"
1222348,23 January 2020,13:00,Property Damage Only,Other - Vehicle to Vehicle,2,0,WINCHCOMBE COURT (WINCHCOMBE -> SANDFORD),-35.220227,149.14231,"(-35.220227, 149.14231)"
1190725,09 August 2018,10:50,Property Damage Only,Right angle collision,1,0,ELLERY/MARCUS CLARKE INTERSECTION,-35.281785,149.123599,"(-35.281785, 149.123599)"
1191069,10 August 2018,09:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,DAVID STREET (HAY -> SARGOOD),-35.263605,149.125375,"(-35.263605, 149.125375)"
1214714,10 September 2019,07:58,Injury,Other - Vehicle to Vehicle,1,1,BRISBANE/STATE INTERSECTION,-35.308818,149.129561,"(-35.308818, 149.129561)"
1214703,06 September 2019,17:25,Property Damage Only,Right angle collision,1,0,BRIGALOW/SCRIVENER INTERSECTION,-35.255327,149.120729,"(-35.255327, 149.120729)"
1222546,30 January 2020,17:35,Injury,Other - Vehicle to Vehicle,1,1,BEAUREPAIRE/TRICKETT INTERSECTION,-35.226168,149.012019,"(-35.226168, 149.012019)"
1222550,04 February 2020,08:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY),-35.187893,149.147483,"(-35.187893, 149.147483)"
1222460,02 February 2020,07:30,Property Damage Only,Right angle collision,1,0,CAPTAIN COOK/HOVELL INTERSECTION,-35.329861,149.137402,"(-35.329861, 149.137402)"
1228803,10 June 2020,13:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,PIDDINGTON STREET (HOLROYD -> KERFERD),-35.234717,149.156169,"(-35.234717, 149.156169)"
1229020,11 June 2020,17:00,Injury,Right angle collision,1,1,ALLAMBEE/DOONKUNA INTERSECTION,-35.27915,149.139227,"(-35.27915, 149.139227)"
1229515,23 June 2020,10:47,Property Damage Only,Other - Vehicle to Vehicle,1,0,COTTER/COTTWTUGGSRM/TUGGSCOTTERM INTERSECTION,-35.319459,149.065323,"(-35.319459, 149.065323)"
1229420,17 June 2020,12:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,TORRENS STREET (BALLUMBIR / COOYONG -> ELOUERA),-35.273844,149.134038,"(-35.273844, 149.134038)"
1229027,17 June 2020,18:10,Property Damage Only,Right turn into oncoming vehicle,1,0,BUCKINGHAM/CARSTAIRS INTERSECTION,-35.169399,149.13692,"(-35.169399, 149.13692)"
1229538,04 July 2020,17:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY),-35.187689,149.146254,"(-35.187689, 149.146254)"
1228875,24 May 2020,12:42,Injury,Same direction side swipe,1,1,GINNINDERRA/GURAGUMA INTERSECTION,-35.231532,149.083125,"(-35.231532, 149.083125)"
1229060,11 June 2020,18:07,Injury,Other - Vehicle to Vehicle,1,1,STATE CIRCLE (SYDNEY -> CANBERRA),-35.311475,149.127713,"(-35.311475, 149.127713)"
1229362,29 June 2020,08:40,Injury,Right angle collision,1,1,CANBERRA/MANUKA INTERSECTION,-35.317695,149.132694,"(-35.317695, 149.132694)"
1229199,20 June 2020,07:50,Injury,Right angle collision,1,1,AUSTIN/BARRALLIER/CAPTAIN COOK INTERSECTION,-35.326483,149.135502,"(-35.326483, 149.135502)"
1229527,02 July 2020,17:25,Property Damage Only,Other - Vehicle to Vehicle,1,0,ATHLLON/CALLAM/HINDMARSH INTERSECTION,-35.348972,149.089909,"(-35.348972, 149.089909)"
1191323,07 April 2018,09:05,Fatal,Other - Vehicle to Vehicle,1,1,MENTONE/THARWA INTERSECTION,-35.45145,149.091418,"(-35.45145, 149.091418)"
1155517,28 February 2017,09:30,Property Damage Only,Rear end collision,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311164,149.141729,"(-35.311164, 149.141729)"
1191370,30 August 2018,07:30,Injury,Right turn into oncoming vehicle,1,1,ANZAC/FAIRBAIRN/LIMESTONE INTERSECTION,-35.282591,149.147185,"(-35.282591, 149.147185)"
1191458,31 August 2018,09:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,WATSON STREET (BARRY -> McKAY),-35.275063,149.125732,"(-35.275063, 149.125732)"
1191546,31 August 2018,08:22,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARRY/MARCUS CLARKE INTERSECTION,-35.275457,149.126763,"(-35.275457, 149.126763)"
1191617,23 August 2018,18:45,Property Damage Only,Right angle collision,1,0,COWPER/MORPHETT INTERSECTION,-35.253914,149.139009,"(-35.253914, 149.139009)"
1214808,09 September 2019,16:40,Injury,Struck pedestrian (Off Road),1,0,TISHLER STREET (TRUEBRIDGE -> JOHN GORTON SRV.RD 3),-35.318647,149.035378,"(-35.318647, 149.035378)"
1191641,04 September 2018,14:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,-35.248242,149.1339,"(-35.248242, 149.1339)"
1191771,28 August 2018,11:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,ELLERY CRESCENT (EAST -> ELLERY),-35.279751,149.121159,"(-35.279751, 149.121159)"
1191753,27 August 2018,08:39,Injury,Right angle collision,1,1,GRAYSON/MADIGAN INTERSECTION,-35.250742,149.164021,"(-35.250742, 149.164021)"
1191969,10 September 2018,06:20,Injury,Right angle collision,1,1,GINNINDERRA/WILLIAM SLIM INTERSECTION,-35.226034,149.074428,"(-35.226034, 149.074428)"
1192227,04 September 2018,08:42,Property Damage Only,Rear end collision,1,0,MOORE/RUDD INTERSECTION,-35.276993,149.128146,"(-35.276993, 149.128146)"
1192273,13 September 2018,11:00,Property Damage Only,Same direction side swipe,1,0,BATMAN/LIMESTONE/QUICK INTERSECTION,-35.275074,149.143425,"(-35.275074, 149.143425)"
1192283,15 September 2018,17:40,Injury,Right turn into oncoming vehicle,1,1,COOYONG/LONSDALE/GENGE INTERSECTION,-35.275977,149.132343,"(-35.275977, 149.132343)"
1184427,16 April 2017,13:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,BENJAMIN WAY (CHANDLER -> SWANSON),-35.238236,149.067477,"(-35.238236, 149.067477)"
1192421,07 September 2018,09:10,Property Damage Only,Other - Vehicle to Vehicle,1,0,LILLEY STREET (BURT -> MACPHERSON),-35.260496,149.121323,"(-35.260496, 149.121323)"
1192699,22 September 2018,09:30,Injury,Right angle collision,1,1,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437554,149.091464,"(-35.437554, 149.091464)"
1101073,19 December 2014,07:40,Property Damage Only,Right angle collision,1,0,COWPER/WAKEFIELD INTERSECTION,-35.261858,149.141886,"(-35.261858, 149.141886)"
1161499,24 May 2017,09:00,Property Damage Only,Right angle collision,1,0,COWPER/WAKEFIELD INTERSECTION,-35.261838,149.14189,"(-35.261838, 149.14189)"
1039633,21 February 2012,19:39,Injury,Right turn into oncoming vehicle,1,1,BONNEY/WAKEFIELD (N) INTERSECTION,-35.261441,149.140603,"(-35.261441, 149.140603)"
1215333,12 September 2019,08:30,Injury,Same direction side swipe,1,1,CHILDERS STREET (ALLSOP -> UNIVERSITY),-35.278614,149.12424,"(-35.278614, 149.12424)"
1214699,05 September 2019,11:40,Injury,Other - Vehicle to Vehicle,1,1,KINGS CANYON STREET (KINGS CANYON 23-25 -> BUNGLE BUNGLE),-35.203721,149.14986,"(-35.203721, 149.14986)"
1116886,25 June 2015,07:30,Property Damage Only,Right angle collision,1,0,WENTWORTH/DAWES INTERSECTION,-35.316652,149.145701,"(-35.316652, 149.145701)"
1191029,26 August 2018,13:05,Injury,Other - Vehicle to Vehicle,1,1,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)"
1053542,18 December 2012,07:46,Injury,Right angle collision,1,1,WENTWORTH/DAWES INTERSECTION,-35.31676,149.145423,"(-35.31676, 149.145423)"
1119946,08 September 2015,08:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311173,149.141721,"(-35.311173, 149.141721)"
1215127,15 September 2019,13:30,Injury,Overturned (On Road),1,1,ALEXANDRINA DRIVE (MARINER -> MARINER),-35.300559,149.116649,"(-35.300559, 149.116649)"
1215130,16 September 2019,17:00,Injury,Right turn into oncoming vehicle,1,1,ELLERY/MARCUS CLARKE INTERSECTION,-35.281797,149.123544,"(-35.281797, 149.123544)"
1214894,28 July 2018,12:30,Property Damage Only,Collision with parked vehicle,1,0,SANDFORD STREET (WINCHCOMBE -> DARLING),-35.220987,149.142751,"(-35.220987, 149.142751)"
1215581,16 September 2019,07:55,Property Damage Only,Other - Vehicle to Vehicle,1,0,BUNDA STREET (AINSLIE -> PETRIE),-35.279769,149.13372,"(-35.279769, 149.13372)"
1215696,24 September 2019,09:00,Injury,Same direction side swipe,1,1,NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON),-35.271928,149.130294,"(-35.271928, 149.130294)"
1187983,10 July 2018,16:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,CANBERRA/NATIONAL INTERSECTION,-35.314358,149.129736,"(-35.314358, 149.129736)"
1200494,04 February 2019,11:13,Injury,Other - Vehicle to Vehicle,1,1,ERNEST CAVANAGH/GUNGAHLIN (SW) INTERSECTION,-35.184475,149.13534,"(-35.184475, 149.13534)"
1163814,29 June 2017,07:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/LEICHHARDT/MILDURA INTERSECTION,-35.320657,149.147912,"(-35.320657, 149.147912)"
1055232,01 February 2013,08:00,Property Damage Only,Right angle collision,1,0,WENTWORTH/GOSSE INTERSECTION,-35.312414,149.143138,"(-35.312414, 149.143138)"
1037847,29 April 2012,11:00,Injury,Rear end collision,2,1,WENTWORTH/DAWES INTERSECTION,-35.316722,149.145523,"(-35.316722, 149.145523)"
1109771,27 April 2015,16:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)"
1041536,26 July 2012,08:45,Injury,Right angle collision,1,1,CANBERRA/CUNNINGHAM/BARRALLIER INTERSECTION,-35.321577,149.142979,"(-35.321577, 149.142979)"
1099549,18 November 2014,08:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)"
1102721,16 January 2015,17:45,Property Damage Only,Same direction side swipe,1,0,WENTWORTH/LEICHHARDT/MILDURA INTERSECTION,-35.320657,149.147912,"(-35.320657, 149.147912)"
1215699,24 September 2019,16:23,Injury,Other - Vehicle to Vehicle,1,1,RUSSELL DRIVE (VIVIAN BULLWINKEL -> SIR THOMAS BLAMEY),-35.298454,149.150795,"(-35.298454, 149.150795)"
1036661,23 May 2012,08:40,Property Damage Only,Same direction side swipe,1,0,FLINDERS/LA PEROUSE (S) INTERSECTION,-35.326294,149.131053,"(-35.326294, 149.131053)"
1222713,20 December 2019,19:00,Injury,Other - Vehicle to Vehicle,1,1,ELOUERA STREET (ELDER -> DONALDSON / DOONKUNA),-35.274902,149.136768,"(-35.274902, 149.136768)"
1229596,25 June 2020,12:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,CHALLIS STREET (CAPE / DICKSON BUS STATION ACCESS -> ANTILL SRV.RD),-35.248963,149.135658,"(-35.248963, 149.135658)"
1229613,26 June 2020,16:00,Injury,Right angle collision,1,1,EBDEN/FOVEAUX INTERSECTION,-35.265616,149.146686,"(-35.265616, 149.146686)"
